title,domestic_gross_x,foreign_gross,vote_average,vote_count,release_month,production_budget,domestic_gross_y,worldwide_gross,movie_id,genres,averagerating,numvotes
Bad Teacher,100300000.0,115900000.0,5.5,2894,6,19000000.0,100292856.0,215448997.0,tt1284575,"Comedy,Romance",5.7,181189
Horrible Bosses,117500000.0,92100000.0,6.5,3842,7,35000000.0,117538559.0,212417601.0,tt1499658,"Comedy,Crime",6.9,398695
Paranormal Activity 3,104000000.0,103000000.0,5.9,1197,10,5000000.0,104028807.0,207039844.0,tt1778304,"Horror,Mystery,Thriller",5.8,85689
Hugo,73900000.0,111900000.0,7.1,4124,11,180000000.0,73864507.0,180047784.0,tt0970179,"Adventure,Drama,Family",7.5,284869
Hop,108100000.0,75900000.0,5.6,611,4,63000000.0,108085305.0,188657593.0,tt1411704,"Adventure,Animation,Comedy",5.4,28893
War Horse,79900000.0,97700000.0,7.2,1849,12,70000000.0,79883359.0,156815529.0,tt1568911,"Drama,History,War",7.2,136447
The Descendants,82600000.0,94700000.0,6.8,1522,11,20000000.0,82624961.0,175507800.0,tt1033575,"Comedy,Drama",7.3,223464
In Time,37500000.0,136400000.0,6.8,6245,10,35000000.0,37553932.0,165103952.0,tt1637688,"Action,Crime,Drama",6.7,346077
Zookeeper,80400000.0,89500000.0,5.3,886,7,80000000.0,80360866.0,170805525.0,tt1222817,"Comedy,Family,Romance",5.2,52396
The Muppets,88600000.0,76600000.0,6.6,831,11,45000000.0,88625922.0,160971922.0,tt1204342,"Adventure,Comedy,Family",7.1,82752
Limitless,79200000.0,82600000.0,7.1,6295,3,27000000.0,79249455.0,155564919.0,tt1219289,"Mystery,Sci-Fi,Thriller",7.4,492490
Johnny English Reborn,8300000.0,151800000.0,6.1,1810,10,45000000.0,8406711.0,164640401.0,tt1634122,"Action,Adventure,Comedy",6.3,110824
Final Destination 5,42600000.0,115300000.0,6.0,1701,8,40000000.0,42587643.0,155011165.0,tt1622979,Horror,5.9,98061
Tower Heist,78000000.0,74900000.0,6.0,1592,11,85000000.0,78046570.0,150422946.0,tt0471042,"Action,Comedy,Crime",6.2,125102
Midnight in Paris,56800000.0,94300000.0,7.5,3965,5,30000000.0,56816662.0,162502774.0,tt1605783,"Comedy,Fantasy,Romance",7.7,356500
Happy Feet Two,64000000.0,86400000.0,5.9,754,11,135000000.0,64006466.0,157956466.0,tt1402488,"Adventure,Animation,Comedy",5.9,38396
Jack and Jill,74200000.0,75500000.0,4.1,1124,11,79000000.0,74158157.0,150519217.0,tt0810913,Comedy,3.3,71361
Friends with Benefits,55800000.0,93700000.0,6.6,4637,7,35000000.0,55802754.0,146595891.0,tt1632708,"Comedy,Romance",6.6,317338
No Strings Attached,70700000.0,78600000.0,6.2,2612,1,25000000.0,70662220.0,149228078.0,tt1411238,"Comedy,Romance",6.2,197663
Arthur Christmas,46500000.0,101000000.0,6.7,692,11,85000000.0,46462469.0,149717124.0,tt1430607,"Adventure,Animation,Comedy",7.1,45439
Source Code,54700000.0,92600000.0,7.2,4529,4,32000000.0,54712227.0,140428499.0,tt0945513,"Action,Drama,Sci-Fi",7.5,452036
Contagion,75700000.0,59800000.0,6.3,2128,9,60000000.0,75658097.0,137551594.0,tt1598778,"Action,Drama,Thriller",6.6,201536
The Artist,44700000.0,88800000.0,7.4,1787,10,16000000.0,44667095.0,128256712.0,tt1655442,"Comedy,Drama,Romance",7.9,217184
Unknown,63700000.0,67099999.0,6.6,2043,2,40000000.0,63686397.0,136123083.0,tt1401152,"Action,Mystery,Thriller",6.9,235167
Unknown,63700000.0,67099999.0,6.6,2043,2,3700000.0,26403.0,3355048.0,tt1401152,"Action,Mystery,Thriller",6.9,235167
The Adjustment Bureau,62500000.0,65400000.0,6.6,2615,3,50200000.0,62495645.0,126931325.0,tt1385826,"Romance,Sci-Fi,Thriller",7.1,227616
We Bought a Zoo,75600000.0,44500000.0,6.7,1523,12,50000000.0,75624550.0,118729073.0,tt1389137,"Comedy,Drama,Family",7.1,126849
Water for Elephants,58700000.0,58400000.0,6.9,1627,4,38000000.0,58709717.0,116809717.0,tt1067583,"Drama,Romance",6.9,105812
The Iron Lady,30000000.0,84900000.0,6.4,899,12,14000000.0,29959436.0,115592104.0,tt1007029,"Biography,Drama",6.4,96066
Moneyball,75600000.0,34600000.0,7.1,2255,9,50000000.0,75605492.0,111300835.0,tt1210166,"Biography,Drama,Sport",7.6,326657
Sanctum,23200000.0,85400000.0,5.9,515,2,30000000.0,23209310.0,108957098.0,tt0881320,"Adventure,Drama,Thriller",5.9,51318
Justin Bieber: Never Say Never,73000000.0,26000000.0,5.1,240,2,13000000.0,73013910.0,99034125.0,tt1702443,"Documentary,Music",1.6,74978
Paul,37400000.0,60600000.0,6.5,3017,3,40000000.0,37412945.0,101162106.0,tt1092026,"Adventure,Comedy,Sci-Fi",7.0,220567
Scream 4,38200000.0,59000000.0,6.2,1610,4,40000000.0,38180928.0,95989590.0,tt1262416,"Horror,Mystery",6.2,118779
Insidious,54000000.0,43000000.0,6.9,3582,4,1500000.0,54009150.0,99870886.0,tt1591095,"Horror,Mystery,Thriller",6.9,254197
The Rite,33000000.0,63000000.0,5.9,994,1,37000000.0,33047633.0,97143987.0,tt1161864,"Drama,Horror,Mystery",6.0,85604
Dolphin Tale,72300000.0,23100000.0,6.8,327,9,37000000.0,72286779.0,96068724.0,tt1564349,"Drama,Family",6.9,20746
Season of the Witch,24800000.0,66800000.0,5.3,1352,1,40000000.0,24827228.0,91126600.0,tt0479997,"Action,Adventure,Fantasy",5.4,85777
Sucker Punch,36400000.0,53400000.0,6.0,2716,3,75000000.0,36392502.0,89758389.0,tt0978764,"Action,Adventure,Fantasy",6.1,218371
Red Riding Hood,37700000.0,51500000.0,5.9,1884,3,42000000.0,37662162.0,91678442.0,tt1486185,"Fantasy,Horror,Mystery",5.5,102369
J. Edgar,37300000.0,47600000.0,6.2,1303,11,35000000.0,37306030.0,84606030.0,tt1616195,"Biography,Crime,Drama",6.6,115925
Hall Pass,45100000.0,38100000.0,5.5,1009,2,68000000.0,45060734.0,87173475.0,tt0480687,"Comedy,Romance",5.9,113775
"Big Mommas: Like Father, Like Son",37900000.0,44800000.0,5.5,623,2,32000000.0,37915414.0,82332450.0,tt1464174,"Action,Comedy,Crime",4.4,23520
Abduction,28100000.0,54000000.0,5.8,1791,9,35000000.0,28087155.0,86648359.0,tt1600195,"Action,Mystery,Thriller",5.1,72552
Priest,29100000.0,49200000.0,5.5,1157,5,60000000.0,29136626.0,84154026.0,tt0822847,"Action,Adventure,Fantasy",5.7,108320
The Mechanic,29100000.0,47000000.0,6.3,1676,1,42500000.0,29121498.0,76347393.0,tt0472399,"Action,Crime,Thriller",6.6,141254
The Ides of March,41000000.0,35000000.0,6.7,1405,10,23000000.0,40962534.0,77735925.0,tt1124035,"Drama,Thriller",7.1,207417
The Change-Up,37100000.0,38400000.0,6.0,1406,8,52000000.0,37243418.0,75997067.0,tt1488555,"Comedy,Fantasy",6.3,155374
The Lincoln Lawyer,58000000.0,17000000.0,7.1,1525,3,40000000.0,58009200.0,87145086.0,tt1189340,"Crime,Drama,Thriller",7.3,196109
Diary of a Wimpy Kid: Rodrick Rules,52700000.0,19700000.0,6.4,492,3,18000000.0,52698535.0,73695194.0,tt1650043,"Comedy,Family",6.6,23135
Larry Crowne,35600000.0,36400000.0,5.8,676,6,30000000.0,35608245.0,61449135.0,tt1583420,"Comedy,Drama,Romance",6.1,58927
The Dilemma,48500000.0,21200000.0,5.3,448,1,70000000.0,48475290.0,70546865.0,tt1578275,"Comedy,Drama",5.3,48148
The Darkest Hour,21400000.0,43200000.0,4.9,735,12,34800000.0,21443494.0,62831715.0,tt1093357,"Action,Adventure,Horror",4.9,55071
Hanna,40300000.0,23500000.0,6.6,1944,4,30000000.0,40259119.0,65343694.0,tt0993842,"Action,Drama,Thriller",6.8,179178
Colombiana,36700000.0,24300000.0,6.5,1371,8,40000000.0,36665854.0,72295262.0,tt1657507,"Action,Drama,Thriller",6.4,87659
Something Borrowed,39000000.0,21100000.0,6.1,591,5,35000000.0,39046489.0,65084116.0,tt0491152,"Comedy,Drama,Romance",5.9,54314
One Day,13800000.0,45500000.0,7.2,2105,8,15000000.0,13843771.0,59168692.0,tt1563738,"Drama,Romance",7.0,128094
One Day,13800000.0,45500000.0,7.2,2105,8,15000000.0,13843771.0,59168692.0,tt1616203,"Drama,Romance,Sci-Fi",6.0,436
One Day,13800000.0,45500000.0,7.2,2105,8,15000000.0,13843771.0,59168692.0,tt4051858,Family,6.2,13
One Day,13800000.0,45500000.0,7.2,2105,8,15000000.0,13843771.0,59168692.0,tt6168298,"Drama,Romance",7.8,1454
One Day,13800000.0,45500000.0,7.2,2105,8,15000000.0,13843771.0,59168692.0,tt8274146,Drama,7.2,501
Killer Elite,25100000.0,31300000.0,6.2,1093,9,70000000.0,25124986.0,65409046.0,tt1448755,"Action,Crime,Thriller",6.5,117711
The Tree of Life,13300000.0,41000000.0,6.6,1730,5,35000000.0,13305665.0,61721826.0,tt0478304,"Drama,Fantasy",6.8,156266
Winnie the Pooh,26700000.0,23200000.0,6.9,444,7,30000000.0,26692846.0,50145607.0,tt1449283,"Adventure,Animation,Comedy",7.2,19605
Soul Surfer,43900000.0,3200000.0,7.0,688,4,18000000.0,43853424.0,47158652.0,tt1596346,"Biography,Drama,Family",7.1,41659
The Debt,31200000.0,14500000.0,6.6,403,8,20000000.0,31177548.0,46604054.0,tt1226753,"Drama,Thriller",6.9,61046
The Debt,31200000.0,14500000.0,6.6,403,8,20000000.0,31177548.0,46604054.0,tt2698966,"Drama,Mystery,Thriller",6.1,624
Beastly,27900000.0,15300000.0,6.1,1748,3,17000000.0,27865571.0,38028230.0,tt1152398,"Drama,Fantasy,Romance",5.6,72599
30 Minutes or Less,37100000.0,3500000.0,5.6,825,8,28000000.0,37053924.0,40966716.0,tt1622547,"Action,Comedy,Crime",6.1,87254
The Roommate,37300000.0,3200000.0,5.4,406,2,16000000.0,37300107.0,52545707.0,tt1265990,"Drama,Thriller",4.9,33062
Shark Night 3D,18900000.0,21300000.0,5.0,245,9,25000000.0,18877153.0,18877153.0,tt1633356,"Horror,Thriller",4.0,23190
Monte Carlo,23200000.0,16500000.0,6.2,1193,7,20000000.0,23186769.0,39686769.0,tt1067774,"Adventure,Comedy,Family",5.8,38731
50/50,35000000.0,4200000.0,7.1,2111,9,8000000.0,35016118.0,41334735.0,tt1306980,"Comedy,Drama,Romance",7.7,300475
Mars Needs Moms,21400000.0,17600000.0,5.7,299,3,150000000.0,21392758.0,39549758.0,tt1305591,"Adventure,Animation,Family",5.4,19823
Dream House,21300000.0,17200000.0,6.0,670,9,50000000.0,21302340.0,41642166.0,tt1462041,"Drama,Mystery,Thriller",6.0,59714
Jumping the Broom,37300000.0,415000.0,6.0,103,5,7000000.0,37295394.0,38158601.0,tt1640484,"Comedy,Drama",5.7,9089
Don't Be Afraid of the Dark,24000000.0,12900000.0,5.5,550,11,25000000.0,24046682.0,39126427.0,tt1270761,"Fantasy,Horror,Thriller",5.6,44490
My Week with Marilyn,14600000.0,20500000.0,6.7,741,11,10000000.0,14597405.0,34240572.0,tt1655420,"Biography,Drama",7.0,79337
The Sitter,30400000.0,4500000.0,5.4,472,12,25000000.0,30542576.0,38749404.0,tt1366344,Comedy,5.7,65575
Courageous,34500000.0,75057041.62549213,7.0,128,9,2000000.0,34522221.0,35185884.0,tt1630036,Drama,7.0,17586
I Don't Know How She Does It,9700000.0,20900000.0,5.2,231,9,24000000.0,9659074.0,24474463.0,tt1742650,"Comedy,Romance",4.9,18552
What's Your Number?,14000000.0,16399999.0,6.4,1271,9,20000000.0,14011084.0,30163785.0,tt0770703,"Comedy,Romance",6.1,67922
Drive Angry,10700000.0,18200000.0,5.3,959,2,50000000.0,10721033.0,41042583.0,tt1502404,"Action,Fantasy,Thriller",5.4,90203
A Dangerous Method,5700000.0,21800000.0,6.3,1066,11,20000000.0,5702083.0,14807531.0,tt1571222,"Biography,Drama,Romance",6.4,93259
The Eagle,19500000.0,7600000.0,6.1,694,2,25000000.0,19490041.0,38993548.0,tt1034389,"Action,Adventure,Drama",6.2,61475
Apollo 18,17700000.0,7900000.0,5.0,486,9,5000000.0,17686929.0,26517819.0,tt1772240,"Horror,Mystery,Sci-Fi",5.2,51427
Biutiful,5100000.0,20000000.0,7.2,546,12,35000000.0,5101237.0,24687524.0,tt1164999,"Drama,Romance",7.5,80382
Your Highness,21600000.0,3300000.0,3.0,4,1,50000000.0,21596445.0,26121638.0,tt1240982,"Adventure,Comedy,Fantasy",5.5,92940
Your Highness,21600000.0,3300000.0,5.3,735,4,50000000.0,21596445.0,26121638.0,tt1240982,"Adventure,Comedy,Fantasy",5.5,92940
Our Idiot Brother,24800000.0,75057041.62549213,6.1,527,8,5000000.0,24814830.0,25861249.0,tt1637706,"Comedy,Drama",6.4,80738
The Rum Diary,13100000.0,10800000.0,5.7,652,10,45000000.0,13109815.0,21544732.0,tt0376136,"Comedy,Drama",6.2,94787
Warrior,13700000.0,9400000.0,7.8,2189,9,25000000.0,13657115.0,24215385.0,tt1291584,"Drama,Sport",8.2,403755
Young Adult,16300000.0,6600000.0,5.7,603,12,12000000.0,16311571.0,22750356.0,tt1625346,"Comedy,Drama",6.3,74071
The Guard,5400000.0,14200000.0,6.9,563,7,6000000.0,5359774.0,21197454.0,tt1540133,"Comedy,Crime,Thriller",7.3,75183
Margin Call,5400000.0,14200000.0,6.8,856,10,3400000.0,5353586.0,20433227.0,tt1615147,"Drama,Thriller",7.1,107264
Shame,3900000.0,13800000.0,7.0,1607,12,6500000.0,4002293.0,20412841.0,tt1723811,Drama,7.2,171353
Shame,3900000.0,13800000.0,7.0,1607,12,6500000.0,4002293.0,20412841.0,tt3009444,Drama,6.4,38
Shame,3900000.0,13800000.0,6.5,2,6,6500000.0,4002293.0,20412841.0,tt1723811,Drama,7.2,171353
Shame,3900000.0,13800000.0,6.5,2,6,6500000.0,4002293.0,20412841.0,tt3009444,Drama,6.4,38
Shame,3900000.0,13800000.0,7.8,77,12,6500000.0,4002293.0,20412841.0,tt1723811,Drama,7.2,171353
Shame,3900000.0,13800000.0,7.8,77,12,6500000.0,4002293.0,20412841.0,tt3009444,Drama,6.4,38
The Last Godfather,164000.0,16600000.0,4.9,9,4,13400000.0,164247.0,164247.0,tt1584131,"Comedy,Crime,Romance",3.7,1071
Melancholia,3000000.0,12900000.0,7.1,1642,11,9400000.0,3030848.0,21817298.0,tt1527186,"Drama,Sci-Fi",7.2,153434
Melancholia,3000000.0,12900000.0,7.1,1642,11,9400000.0,3030848.0,21817298.0,tt5797456,"Drama,Mystery,Romance",3.3,26
The Conspirator,11500000.0,3900000.0,6.5,226,4,25000000.0,11538204.0,15907411.0,tt0968264,"Crime,Drama,History",6.9,26416
Anonymous,4500000.0,10900000.0,6.4,434,10,27500000.0,4463292.0,15815509.0,tt1521197,"Drama,Thriller",6.9,37932
Beginners,5800000.0,8500000.0,6.9,532,6,3200000.0,5790894.0,14314407.0,tt1532503,"Comedy,Drama,Romance",7.2,83770
Snow Flower and the Secret Fan,1300000.0,10000000.0,5.9,39,7,6000000.0,1348205.0,11348205.0,tt1541995,"Drama,History",6.1,3429
Le Havre,612000.0,9900000.0,6.9,169,10,5500000.0,611709.0,13480196.0,tt1508675,"Comedy,Drama",7.2,18490
Prom,10100000.0,75057041.62549213,6.0,276,4,8000000.0,10130219.0,10763183.0,tt1604171,"Comedy,Drama,Family",5.4,14279
Point Blank,708000.0,8500000.0,6.6,230,7,3000000.0,0.0,0.0,tt1545759,"Action,Crime,Drama",6.8,12706
Point Blank,708000.0,8500000.0,6.6,230,7,3000000.0,0.0,0.0,tt3735086,"Crime,Documentary,History",8.2,15
The Big Year,7200000.0,244000.0,5.8,393,10,41000000.0,7204138.0,7684524.0,tt1053810,Comedy,6.2,39522
The Beaver,971000.0,6300000.0,6.3,464,5,21000000.0,970816.0,5046038.0,tt1321860,Drama,6.7,45173
Take Me Home Tonight,6900000.0,75057041.62549213,6.1,339,3,19000000.0,6928068.0,7576604.0,tt0810922,"Comedy,Drama,Romance",6.3,48393
Cedar Rapids,6900000.0,75057041.62549213,6.0,206,2,10000000.0,6861102.0,7862131.0,tt1477837,Comedy,6.3,34759
We Need to Talk About Kevin,1700000.0,4300000.0,7.6,1306,12,7000000.0,1738692.0,10765283.0,tt1242460,"Drama,Mystery,Thriller",7.5,123619
Attack the Block,1000000.0,4800000.0,6.4,1144,7,13000000.0,1024175.0,6459183.0,tt1478964,"Action,Comedy,Sci-Fi",6.7,93868
Dylan Dog: Dead of Night,1200000.0,3400000.0,4.4,243,11,20000000.0,1186538.0,6093725.0,tt1013860,"Action,Comedy,Crime",5.1,14120
Like Crazy,3400000.0,336000.0,6.5,638,10,250000.0,3395391.0,3728400.0,tt1758692,"Drama,Romance",6.7,55841
Like Crazy,3400000.0,336000.0,6.5,638,10,250000.0,3395391.0,3728400.0,tt4621872,"Comedy,Drama",7.2,7156
Martha Marcy May Marlene,3000000.0,548000.0,6.7,413,10,1000000.0,2981038.0,5438911.0,tt1441326,"Drama,Mystery,Thriller",6.9,45873
Machine Gun Preacher,539000.0,2800000.0,6.5,477,9,30000000.0,538690.0,3721988.0,tt1586752,"Action,Biography,Crime",6.8,60074
Take Shelter,1700000.0,1400000.0,7.2,787,9,4750000.0,1728953.0,4972016.0,tt1675192,"Drama,Horror,Thriller",7.4,83200
Brighton Rock,230000.0,1600000.0,6.0,57,8,11000000.0,229653.0,229653.0,tt1233192,"Crime,Drama,Thriller",5.7,5784
Another Earth,1300000.0,456000.0,6.7,853,7,175000.0,1321194.0,2102779.0,tt1549572,"Drama,Romance,Sci-Fi",7.0,85839
A Better Life,1800000.0,75057041.62549213,7.1,97,6,10000000.0,1759252.0,1884251.0,tt1554091,"Drama,Romance",7.2,14602
A Better Life,1800000.0,75057041.62549213,7.1,97,6,10000000.0,1759252.0,1884251.0,tt2027265,Drama,6.6,1519
A Better Life,1800000.0,75057041.62549213,10.0,1,5,10000000.0,1759252.0,1884251.0,tt1554091,"Drama,Romance",7.2,14602
A Better Life,1800000.0,75057041.62549213,10.0,1,5,10000000.0,1759252.0,1884251.0,tt2027265,Drama,6.6,1519
The Art of Getting By,1400000.0,75057041.62549213,6.5,752,6,4000000.0,1430241.0,1989035.0,tt1645080,"Drama,Romance",6.6,53682
The Devil's Double,1400000.0,75057041.62549213,6.7,291,7,19100000.0,1361512.0,5965646.0,tt1270262,"Biography,Drama,Thriller",7.1,58342
Red State,1100000.0,75057041.62549213,6.1,472,9,4000000.0,1065429.0,1983596.0,tt0873886,"Action,Crime,Horror",6.2,59266
There Be Dragons,1100000.0,75057041.62549213,5.1,93,5,36000000.0,1069334.0,4020990.0,tt1316616,"Biography,Drama,War",5.8,4326
Meek's Cutoff,978000.0,75057041.62549213,6.5,113,10,2000000.0,977772.0,1869928.0,tt1518812,"Drama,Western",6.6,10439
Submarine,468000.0,397000.0,7.4,770,6,1900000.0,467602.0,4581937.0,tt1440292,"Comedy,Drama,Romance",7.3,79810
Blackthorn,201000.0,423000.0,6.7,111,10,4500000.0,200558.0,1217307.0,tt1629705,"Action,Adventure,Western",6.6,8553
The Future,569000.0,75057041.62549213,5.8,38,7,1000000.0,568662.0,1239174.0,tt1235170,"Drama,Fantasy,Romance",6.2,7648
The Future,569000.0,75057041.62549213,5.8,11,9,1000000.0,568662.0,1239174.0,tt1235170,"Drama,Fantasy,Romance",6.2,7648
The Other Woman,25400.0,427000.0,6.2,220,2,40000000.0,83911193.0,195111193.0,tt2203939,"Comedy,Romance",6.0,122889
The Other Woman,25400.0,427000.0,6.3,2276,4,40000000.0,83911193.0,195111193.0,tt2203939,"Comedy,Romance",6.0,122889
The Other Woman,25400.0,427000.0,4.9,60,4,40000000.0,83911193.0,195111193.0,tt2203939,"Comedy,Romance",6.0,122889
Hesher,383000.0,75057041.62549213,7.0,335,1,7000000.0,382946.0,382946.0,tt1403177,"Comedy,Crime,Drama",7.0,48483
Another Happy Day,8500.0,347000.0,6.1,60,11,4000000.0,9120.0,978527.0,tt1719071,"Comedy,Drama",6.0,3793
Super,328000.0,75057041.62549213,6.6,726,3,2500000.0,327716.0,593933.0,tt1512235,"Action,Comedy,Drama",6.8,70604
Rubber,100000.0,75057041.62549213,5.9,417,9,500000.0,100370.0,680914.0,tt1612774,"Comedy,Fantasy,Horror",5.8,31316
Beautiful Boy,77200.0,75057041.62549213,6.0,47,6,25000000.0,7634767.0,13031424.0,tt1226837,"Biography,Drama",7.3,30368
Beautiful Boy,77200.0,75057041.62549213,7.6,500,10,25000000.0,7634767.0,13031424.0,tt1226837,"Biography,Drama",7.3,30368
Stake Land,33200.0,75057041.62549213,6.2,415,10,4000000.0,33245.0,679482.0,tt1464580,"Drama,Horror,Sci-Fi",6.5,38749
The Son of No One,30700.0,75057041.62549213,5.1,156,11,15000000.0,30680.0,1148578.0,tt1535612,"Action,Crime,Drama",5.1,15743
5 Days of War,17500.0,75057041.62549213,5.7,102,8,12000000.0,17479.0,87793.0,tt1486193,"Action,Drama,War",5.6,13089
Blood Ties,2800.0,75057041.62549213,6.1,268,3,26000000.0,42472.0,2923959.0,tt1747958,"Action,Crime,Drama",6.5,17771
Blood Ties,2800.0,75057041.62549213,6.1,268,3,26000000.0,42472.0,2923959.0,tt2941230,"Documentary,Drama,Family",7.0,50
Skyfall,304400000.0,804200000.0,7.1,10441,11,200000000.0,304360277.0,1110526981.0,tt1074638,"Action,Adventure,Thriller",7.8,592221
The Dark Knight Rises,448100000.0,636800000.0,7.7,13933,7,275000000.0,448139099.0,1084439099.0,tt1345836,"Action,Thriller",8.4,1387769
The Hobbit: An Unexpected Journey,303000000.0,718100000.0,7.2,12076,12,250000000.0,303003568.0,1017003568.0,tt0903624,"Adventure,Family,Fantasy",7.9,719629
Ice Age: Continental Drift,161300000.0,715900000.0,6.3,4598,7,95000000.0,161321843.0,879765137.0,tt1667889,"Adventure,Animation,Comedy",6.6,175601
The Amazing Spider-Man,262000000.0,495900000.0,6.5,10411,7,220000000.0,262030663.0,757890267.0,tt0948470,"Action,Adventure,Sci-Fi",7.0,525632
Madagascar 3: Europe's Most Wanted,216400000.0,530500000.0,6.5,3380,6,145000000.0,216391482.0,746921271.0,tt1277953,"Adventure,Animation,Comedy",6.8,146858
The Hunger Games,408000000.0,286400000.0,7.1,14587,3,80000000.0,408010692.0,677923379.0,tt1392170,"Action,Adventure,Sci-Fi",7.2,795227
Life of Pi,125000000.0,484000000.0,7.3,8723,11,120000000.0,124987022.0,620912003.0,tt0454876,"Adventure,Drama,Fantasy",7.9,535836
Ted,218800000.0,330600000.0,6.3,7727,6,50000000.0,218665740.0,556016627.0,tt1637725,"Comedy,Fantasy",6.9,538367
Brave,237300000.0,303200000.0,5.0,1,1,185000000.0,237282182.0,554606532.0,tt1217209,"Adventure,Animation,Comedy",7.1,338728
Brave,237300000.0,303200000.0,6.9,8116,6,185000000.0,237282182.0,554606532.0,tt1217209,"Adventure,Animation,Comedy",7.1,338728
Wreck-It Ralph,189400000.0,281800000.0,7.3,7780,11,165000000.0,189412677.0,496511521.0,tt1772341,"Adventure,Animation,Comedy",7.7,344496
Django Unchained,162800000.0,262600000.0,8.0,15725,12,100000000.0,162805434.0,449948323.0,tt1853728,"Drama,Western",8.4,1211405
Prometheus,126500000.0,276900000.0,6.4,7384,6,125000000.0,126477084.0,402448265.0,tt1446714,"Adventure,Mystery,Sci-Fi",7.0,538720
Snow White and the Huntsman,155300000.0,241300000.0,5.9,5258,6,170000000.0,155136755.0,401021746.0,tt1735898,"Action,Adventure,Drama",6.1,258938
Taken 2,139900000.0,236300000.0,6.2,4035,10,45000000.0,139854287.0,377807404.0,tt1397280,"Action,Thriller",6.3,273106
Hotel Transylvania,148300000.0,210100000.0,6.9,5013,9,85000000.0,148313048.0,378505812.0,tt0837562,"Animation,Comedy,Family",7.1,204571
Journey 2: The Mysterious Island,103900000.0,231400000.0,5.9,2152,2,79000000.0,103860290.0,318146162.0,tt1397514,"Action,Adventure,Comedy",5.8,83507
The Expendables 2,85000000.0,229900000.0,6.2,4219,8,100000000.0,85028192.0,311979256.0,tt1764651,"Action,Adventure,Thriller",6.6,277584
Rise of the Guardians,103400000.0,203500000.0,7.3,3697,11,145000000.0,103412758.0,306900902.0,tt1446192,"Action,Adventure,Animation",7.3,145281
Wrath of the Titans,83700000.0,221600000.0,5.6,2442,3,150000000.0,83670083.0,305270083.0,tt1646987,"Action,Adventure,Fantasy",5.7,172330
Battleship,65400000.0,237600000.0,5.6,3240,5,220000000.0,65233400.0,313477717.0,tt1440129,"Action,Adventure,Sci-Fi",5.8,225342
John Carter,73100000.0,211100000.0,6.1,3338,3,275000000.0,73058679.0,282778100.0,tt0401729,"Action,Adventure,Sci-Fi",6.6,241792
The Bourne Legacy,113200000.0,162900000.0,6.1,3630,8,125000000.0,113203870.0,280355920.0,tt1194173,"Action,Adventure,Thriller",6.7,268678
Lincoln,182200000.0,93100000.0,6.8,2261,11,65000000.0,182207973.0,273346281.0,tt0443272,"Biography,Drama,History",7.4,228701
Dark Shadows,79700000.0,165800000.0,5.9,4197,5,150000000.0,79727149.0,238202668.0,tt1077368,"Comedy,Fantasy,Horror",6.2,229818
Resident Evil: Retribution,42300000.0,197700000.0,5.7,2321,9,65000000.0,42345531.0,240647629.0,tt1855325,"Action,Horror,Sci-Fi",5.4,125191
Silver Linings Playbook,132100000.0,104300000.0,7.1,7636,12,21000000.0,132092958.0,236412453.0,tt1045658,"Comedy,Drama,Romance",7.7,621018
American Reunion,57000000.0,178000000.0,6.2,2679,4,50000000.0,56758835.0,236799211.0,tt1605630,Comedy,6.7,192250
Argo,136000000.0,96300000.0,7.2,5127,10,44500000.0,136025503.0,227140757.0,tt1024648,"Biography,Drama,Thriller",7.7,534683
Jack Reacher,80100000.0,138300000.0,6.4,4155,12,60000000.0,80070736.0,217370736.0,tt0790724,"Action,Crime,Thriller",7.0,284547
Safe House,126400000.0,81700000.0,6.4,1997,2,85000000.0,126181630.0,208542162.0,tt1599348,"Action,Adventure,Crime",6.8,192655
21 Jump Street,138400000.0,63100000.0,6.8,6527,3,42000000.0,138447667.0,202812429.0,tt1232829,"Action,Comedy,Crime",7.2,477771
The Vow,125000000.0,71100000.0,7.1,2409,2,30000000.0,125014030.0,197618160.0,tt1606389,"Drama,Romance",6.8,173629
Mirror Mirror,64900000.0,118100000.0,5.8,2099,3,85000000.0,64935167.0,173613482.0,tt1667353,"Adventure,Comedy,Drama",5.6,79510
The Impossible,19000000.0,161300000.0,7.2,3614,12,40000000.0,19019882.0,169590606.0,tt1649419,"Drama,History,Thriller",7.6,177762
The Dictator,59700000.0,119700000.0,6.0,3042,5,65000000.0,59650222.0,180148897.0,tt1645170,Comedy,6.4,250976
Looper,66500000.0,110000000.0,6.8,6723,9,30000000.0,66486205.0,170466405.0,tt1276104,"Action,Crime,Drama",7.4,500595
Magic Mike,113700000.0,53500000.0,6.1,1850,6,7000000.0,113721571.0,170549753.0,tt1915581,"Comedy,Drama",6.1,123955
Flight,93800000.0,68000000.0,6.7,3582,11,31000000.0,93772375.0,160558438.0,tt1907668,"Drama,Thriller",7.3,303009
This Means War,54800000.0,101700000.0,6.0,2096,2,65000000.0,54760791.0,156974557.0,tt1596350,"Action,Comedy,Romance",6.3,167438
Paranormal Activity 4,53900000.0,88900000.0,5.4,1026,10,5000000.0,53900335.0,142817992.0,tt2109184,"Horror,Mystery,Thriller",4.6,58408
Step Up Revolution,35100000.0,105400000.0,6.8,1252,7,33000000.0,35074677.0,165552290.0,tt1800741,"Drama,Music,Romance",6.5,51295
