title,domestic_gross_x,foreign_gross,vote_average,vote_count,release_month,production_budget,domestic_gross_y,worldwide_gross,movie_id,genres,averagerating,numvotes
Snitch,42900000.0,75057041.62549213,5.9,1493,2,850000.0,0.0,0.0,tt0882977,"Action,Drama,Thriller",6.5,78142
Jobs,16100000.0,19800000.0,6.1,1622,8,18000000.0,16131410.0,43402515.0,tt2357129,"Biography,Drama",5.9,88788
The Place Beyond the Pines,21400000.0,14100000.0,6.9,2781,3,15000000.0,21403519.0,47011449.0,tt1817273,"Crime,Drama,Thriller",7.3,226765
Inside Llewyn Davis,13200000.0,19700000.0,7.2,1400,12,11000000.0,13248209.0,32943247.0,tt2042568,"Drama,Music",7.5,123759
Mud,21600000.0,11000000.0,7.0,1592,5,10000000.0,21590086.0,31556959.0,tt1935179,Drama,7.4,156786
Mud,21600000.0,11000000.0,7.0,1592,5,10000000.0,21590086.0,31556959.0,tt2514592,Drama,6.5,41
Movie 43,8800000.0,23600000.0,4.4,1332,1,10000000.0,8840453.0,31164747.0,tt1333125,Comedy,4.3,92980
Spring Breakers,14100000.0,17600000.0,5.0,2495,3,5000000.0,14124286.0,31149251.0,tt2101441,"Comedy,Crime,Drama",5.3,126504
Don Jon,24500000.0,6000000.0,5.9,2709,9,5500000.0,24477704.0,41268579.0,tt2229499,"Comedy,Drama,Romance",6.6,216350
Nebraska,17700000.0,10000000.0,7.4,967,11,12000000.0,17654912.0,24761360.0,tt1821549,"Adventure,Comedy,Drama",7.7,105304
The Incredible Burt Wonderstone,22500000.0,4900000.0,5.4,920,3,32000000.0,22537881.0,27392609.0,tt0790628,"Adventure,Comedy,Fantasy",5.9,67549
Mandela: Long Walk to Freedom,8300000.0,19000000.0,6.9,319,12,35000000.0,8323085.0,29890402.0,tt2304771,"Biography,Drama,History",7.1,25027
Khumba,1000.0,27200000.0,5.6,129,12,15000000.0,0.0,20898221.0,tt1487931,"Adventure,Animation,Family",5.7,4984
Dark Skies,17400000.0,9000000.0,6.1,1004,2,3500000.0,17418667.0,27704111.0,tt2387433,"Horror,Sci-Fi,Thriller",6.3,65754
Enough Said,17600000.0,7700000.0,6.7,464,9,8000000.0,17550872.0,25621449.0,tt2390361,"Comedy,Drama,Romance",7.0,55698
Trance,2300000.0,21900000.0,6.6,1348,4,16000000.0,2322593.0,22594052.0,tt1924429,"Crime,Drama,Mystery",6.9,104951
Trance,2300000.0,21900000.0,6.6,1348,4,950000.0,0.0,0.0,tt1924429,"Crime,Drama,Mystery",6.9,104951
Baggage Claim,21600000.0,887000.0,5.4,127,9,8500000.0,21569509.0,22885836.0,tt1171222,Comedy,5.1,8296
The Sapphires,2500000.0,18000000.0,6.7,97,3,9000000.0,2450867.0,20395040.0,tt1673697,"Biography,Comedy,Drama",7.0,12143
Broken City,19700000.0,75057041.62549213,5.9,814,1,35000000.0,19701164.0,34480045.0,tt1235522,"Crime,Drama,Thriller",6.2,71704
You're Next,18500000.0,75057041.62549213,6.6,1258,8,1000000.0,18494006.0,26887177.0,tt1853739,"Action,Comedy,Horror",6.6,79451
Dead Man Down,10900000.0,7200000.0,6.0,866,3,30000000.0,10895295.0,19599974.0,tt2101341,"Action,Crime,Drama",6.5,61238
Admission,18000000.0,75057041.62549213,5.5,385,3,13000000.0,18007317.0,18733666.0,tt1814621,"Comedy,Drama,Romance",5.7,31849
Fruitvale Station,16100000.0,1300000.0,7.4,645,7,900000.0,16098998.0,17549645.0,tt2334649,"Biography,Drama,Romance",7.5,68187
Battle of the Year,8900000.0,7700000.0,6.1,130,9,20000000.0,8888355.0,16723377.0,tt1532958,"Drama,Music",5.1,8769
Out of the Furnace,11300000.0,4300000.0,6.6,1077,12,22000000.0,11330849.0,15434375.0,tt1206543,"Crime,Drama,Thriller",6.8,99037
The Last Exorcism Part II,15200000.0,75057041.62549213,4.5,297,3,4000000.0,15179303.0,25448707.0,tt2034139,"Drama,Horror,Thriller",4.0,15124
Machete Kills,8000000.0,7000000.0,5.5,1079,10,20000000.0,8008161.0,18273009.0,tt2002718,"Action,Crime,Sci-Fi",5.6,69968
Paranoia,7400000.0,6400000.0,4.5,2,6,40000000.0,7388654.0,16340767.0,tt1413495,"Drama,Thriller",5.7,33149
Paranoia,7400000.0,6400000.0,5.7,518,8,40000000.0,7388654.0,16340767.0,tt1413495,"Drama,Thriller",5.7,33149
Paranoia,7400000.0,6400000.0,10.0,1,5,40000000.0,7388654.0,16340767.0,tt1413495,"Drama,Thriller",5.7,33149
Stoker,1700000.0,10400000.0,6.6,1282,3,12000000.0,1703125.0,12034913.0,tt1682180,"Drama,Thriller",6.8,97393
Before Midnight,8100000.0,3100000.0,7.4,1039,6,3000000.0,8110621.0,23251930.0,tt2209418,"Drama,Romance",7.9,123107
Only God Forgives,779000.0,9900000.0,5.8,1396,7,4800000.0,775849.0,4494560.0,tt1602613,"Crime,Drama",5.7,100318
Bullet to the Head,9500000.0,75057041.62549213,5.4,681,2,55000000.0,9489829.0,22597969.0,tt1308729,"Action,Crime,Thriller",5.7,44816
The Fifth Estate,3300000.0,5300000.0,5.9,549,10,26000000.0,3254172.0,6154172.0,tt1837703,"Biography,Drama,Thriller",6.2,36392
Upside Down,105000.0,8000000.0,6.2,1645,3,50000000.0,102118.0,26387039.0,tt1374992,"Drama,Fantasy,Romance",6.4,66347
Upside Down,105000.0,8000000.0,6.2,1645,3,50000000.0,102118.0,26387039.0,tt2105043,Drama,6.6,45
The Spectacular Now,6900000.0,75057041.62549213,6.6,1801,9,2500000.0,6852971.0,6916951.0,tt1714206,"Comedy,Drama,Romance",7.1,133887
The Sweeney,26700.0,6300000.0,5.9,142,3,4500000.0,26345.0,8000366.0,tt0857190,"Action,Crime,Drama",6.1,18095
Frances Ha,4099999.0,75057041.62549213,7.4,624,5,3000000.0,4067398.0,11262769.0,tt2347569,"Comedy,Drama,Romance",7.4,60026
The East,2300000.0,99700.0,6.6,438,5,6500000.0,2274649.0,3027956.0,tt1869716,"Adventure,Drama,Thriller",6.8,46804
Ain't Them Bodies Saints,397000.0,635000.0,6.2,217,8,5000000.0,391611.0,1075009.0,tt2388637,"Crime,Drama,Romance",6.4,19464
The Reluctant Fundamentalist,553000.0,75057041.62549213,6.7,120,3,15000000.0,528731.0,528731.0,tt2032557,"Drama,Thriller",6.9,12511
The Canyons,56800.0,75057041.62549213,4.3,134,7,250000.0,59671.0,62375.0,tt2292959,"Drama,Thriller",3.8,9838
Transformers: Age of Extinction,245400000.0,858600000.0,5.8,4805,6,210000000.0,245439076.0,1104039076.0,tt2109248,"Action,Adventure,Sci-Fi",5.7,283486
The Hobbit: The Battle of the Five Armies,255100000.0,700900000.0,7.3,8392,12,250000000.0,255119788.0,945577621.0,tt2310332,"Adventure,Fantasy",7.4,438621
Guardians of the Galaxy,333200000.0,440200000.0,7.9,17958,8,170000000.0,333172112.0,770867516.0,tt2015381,"Action,Adventure,Comedy",8.1,948394
Maleficent,241400000.0,517100000.0,7.0,8143,5,180000000.0,241407328.0,758536735.0,tt1587310,"Action,Adventure,Family",7.0,305832
The Hunger Games: Mockingjay - Part 1,337100000.0,418200000.0,6.8,10087,11,125000000.0,337135885.0,766575131.0,tt1951265,"Action,Adventure,Sci-Fi",6.6,379050
X-Men: Days of Future Past,233900000.0,513900000.0,7.5,10062,5,200000000.0,233921534.0,747862775.0,tt1877832,"Action,Adventure,Sci-Fi",8.0,620079
Captain America: The Winter Soldier,259800000.0,454500000.0,7.7,11034,4,170000000.0,259746958.0,714401889.0,tt1843866,"Action,Adventure,Sci-Fi",7.8,666252
Dawn of the Planet of the Apes,208500000.0,502100000.0,7.3,7080,7,170000000.0,208545589.0,710644566.0,tt2103281,"Action,Adventure,Drama",7.6,390199
The Amazing Spider-Man 2,202900000.0,506100000.0,6.4,7220,5,200000000.0,202853933.0,708996336.0,tt1872181,"Action,Adventure,Sci-Fi",6.6,388363
Interstellar,188000000.0,489400000.0,8.2,18597,11,165000000.0,188017894.0,666379375.0,tt0816692,"Adventure,Drama,Sci-Fi",8.6,1299334
Big Hero 6,222500000.0,435300000.0,7.8,10176,11,165000000.0,222527828.0,652127828.0,tt2245084,"Action,Adventure,Animation",7.8,371204
How to Train Your Dragon 2,177000000.0,444500000.0,7.7,5589,6,145000000.0,177002924.0,614586270.0,tt1646971,"Action,Adventure,Animation",7.8,278205
American Sniper,350100000.0,197300000.0,7.4,7658,12,58000000.0,350126372.0,547326372.0,tt2179136,"Action,Biography,Drama",7.3,401915
Rio 2,131500000.0,368600000.0,6.3,1803,4,130000000.0,131538435.0,492846291.0,tt2357291,"Adventure,Animation,Comedy",6.3,72209
Lucy,126700000.0,336700000.0,6.3,10019,7,40000000.0,126573960.0,457507776.0,tt2872732,"Action,Sci-Fi,Thriller",6.4,403194
Penguins of Madagascar,83400000.0,289700000.0,6.4,2273,11,132000000.0,83350911.0,366942531.0,tt1911658,"Adventure,Animation,Comedy",6.7,72551
Edge of Tomorrow,100200000.0,270300000.0,7.6,8047,6,178000000.0,100206256.0,370541256.0,tt1631867,"Action,Sci-Fi",7.9,546284
Gone Girl,167800000.0,201600000.0,7.9,10459,10,61000000.0,167767189.0,368567189.0,tt2267998,"Drama,Mystery,Thriller",8.1,761592
Night at the Museum: Secret of the Tomb,113700000.0,249500000.0,6.1,3536,12,127000000.0,113746621.0,353756621.0,tt2692250,"Adventure,Comedy,Family",6.2,93103
Noah,101200000.0,261399999.0,7.6,11,9,130000000.0,101200044.0,352831065.0,tt1959490,"Action,Adventure,Drama",5.8,229326
Noah,101200000.0,261399999.0,5.6,3955,3,130000000.0,101200044.0,352831065.0,tt1959490,"Action,Adventure,Drama",5.8,229326
Noah,101200000.0,261399999.0,7.5,2,3,130000000.0,101200044.0,352831065.0,tt1959490,"Action,Adventure,Drama",5.8,229326
The Maze Runner,102400000.0,245900000.0,7.1,10626,9,34000000.0,102427862.0,348319861.0,tt1790864,"Action,Mystery,Sci-Fi",6.8,387038
22 Jump Street,191700000.0,139600000.0,6.9,5167,6,50000000.0,191719337.0,331333876.0,tt2294449,"Action,Comedy,Crime",7.0,319504
Divergent,150900000.0,137900000.0,6.9,8279,3,85000000.0,150947895.0,276014965.0,tt1840309,"Action,Adventure,Mystery",6.7,399703
Mr. Peabody & Sherman,111500000.0,164200000.0,6.6,1357,3,145000000.0,111506430.0,269806430.0,tt0864835,"Adventure,Animation,Comedy",6.8,57277
Neighbors,150200000.0,120500000.0,6.2,4536,5,18000000.0,150086800.0,270944428.0,tt2004420,Comedy,6.3,266020
Exodus: Gods and Kings,65000000.0,203200000.0,5.7,2909,12,140000000.0,65014513.0,268314513.0,tt1528100,"Action,Adventure,Drama",6.0,150858
Annabelle,84300000.0,172800000.0,5.6,3357,10,6500000.0,84273813.0,256862920.0,tt3322940,"Horror,Mystery,Thriller",5.4,122039
The Imitation Game,91100000.0,142400000.0,8.1,10396,12,15000000.0,91125143.0,227740463.0,tt2084970,"Biography,Drama,Thriller",8.0,620834
Non-Stop,92200000.0,130600000.0,5.6,23,11,50000000.0,91742160.0,222383055.0,tt2024469,"Action,Mystery,Thriller",7.0,234717
Non-Stop,92200000.0,130600000.0,6.8,3330,2,50000000.0,91742160.0,222383055.0,tt2024469,"Action,Mystery,Thriller",7.0,234717
Dracula Untold,56300000.0,160800000.0,6.2,3719,10,70000000.0,55991880.0,220241723.0,tt0829150,"Action,Drama,Fantasy",6.3,164829
The Expendables 3,39300000.0,175300000.0,6.1,2876,8,100000000.0,39322544.0,209461378.0,tt2333784,"Action,Adventure,Thriller",6.1,156432
Into the Woods,128000000.0,85100000.0,5.7,2880,12,56200000.0,128002372.0,213116401.0,tt2180411,"Adventure,Comedy,Drama",6.0,123577
Need for Speed,43600000.0,159700000.0,6.1,2389,3,66000000.0,43568507.0,194169619.0,tt2369135,"Action,Crime,Thriller",6.5,154909
The Equalizer,101500000.0,90800000.0,7.2,4989,9,55000000.0,101530738.0,192903624.0,tt0455944,"Action,Crime,Thriller",7.2,302302
The Grand Budapest Hotel,59300000.0,115500000.0,8.0,8091,3,31000000.0,59076019.0,163981261.0,tt2278388,"Adventure,Comedy,Crime",8.1,633604
Dumb and Dumber To,86200000.0,83600000.0,5.5,1842,11,40000000.0,86208010.0,156553592.0,tt2096672,"Adventure,Comedy",5.6,118646
Unbroken,115600000.0,47800000.0,7.4,2240,12,65000000.0,115637895.0,163527824.0,tt1809398,"Biography,Drama,Sport",7.2,129981
The Monuments Men,78000000.0,77000000.0,5.9,2229,2,70000000.0,78031620.0,158702748.0,tt2177771,"Comedy,Drama,History",6.1,117638
Ride Along,134900000.0,19500000.0,6.2,1277,1,25000000.0,134202565.0,153733800.0,tt1408253,"Action,Comedy,Crime",6.2,94529
Jack Ryan: Shadow Recruit,50600000.0,84900000.0,6.1,1687,1,60000000.0,50577412.0,131377412.0,tt1205537,"Action,Drama,Thriller",6.2,114913
Blended,46300000.0,81700000.0,6.7,1709,5,45000000.0,46290741.0,127990741.0,tt1086772,"Comedy,Romance",6.5,106491
Sex Tape,38500000.0,87500000.0,5.3,2684,7,40000000.0,38543473.0,126069509.0,tt1956620,"Comedy,Romance",5.1,100520
The Theory of Everything,35900000.0,87800000.0,7.9,6412,11,15000000.0,35893537.0,123327692.0,tt2980516,"Biography,Drama,Romance",7.7,361534
The Nut Job,64300000.0,56600000.0,5.6,529,1,30000000.0,64251538.0,122529966.0,tt1821658,"Adventure,Animation,Comedy",5.7,24587
Pompeii,23200000.0,94600000.0,5.4,2078,2,80000000.0,23169033.0,108469033.0,tt1921064,"Action,Adventure,Drama",5.5,100467
The Purge: Anarchy,72000000.0,40000000.0,6.6,3754,7,9000000.0,71562550.0,111534881.0,tt2975578,"Action,Horror,Sci-Fi",6.5,126203
The Boxtrolls,50800000.0,58400000.0,6.7,1016,9,60000000.0,50837305.0,111946251.0,tt0787474,"Adventure,Animation,Comedy",6.8,50763
Horrible Bosses 2,54400000.0,53200000.0,6.2,2581,11,40000000.0,54445357.0,105945357.0,tt2170439,"Comedy,Crime",6.3,144442
Ouija,50900000.0,52700000.0,5.1,1670,10,5000000.0,50856010.0,103300632.0,tt1204977,"Horror,Mystery,Thriller",4.5,44054
Transcendence,23000000.0,80000000.0,5.5,2,6,100000000.0,23022309.0,103039258.0,tt2209764,"Action,Drama,Sci-Fi",6.3,204481
Transcendence,23000000.0,80000000.0,6.0,3491,4,100000000.0,23022309.0,103039258.0,tt2209764,"Action,Drama,Sci-Fi",6.3,204481
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",67000000.0,34400000.0,6.2,817,10,28000000.0,66954149.0,101379287.0,tt1698641,"Comedy,Family",6.2,37325
Tammy,84500000.0,16000000.0,5.2,735,7,20000000.0,84525432.0,96407655.0,tt2103254,"Comedy,Romance",4.9,44345
Paranormal Activity: The Marked Ones,32500000.0,58400000.0,5.3,752,1,5000000.0,32462372.0,90904854.0,tt2473682,"Horror,Mystery,Thriller",5.0,37147
The Hundred-Foot Journey,54200000.0,34600000.0,7.3,785,8,22000000.0,54235441.0,94270488.0,tt2980648,"Comedy,Drama",7.3,69562
John Wick,43000000.0,45700000.0,7.2,10081,10,30000000.0,43037835.0,76235001.0,tt2911666,"Action,Crime,Thriller",7.4,449942
Snowpiercer,4600000.0,82200000.0,6.8,4748,6,40000000.0,4563029.0,88069880.0,tt1706620,"Action,Drama,Sci-Fi",7.1,239264
The Judge,47100000.0,37300000.0,7.3,2356,10,50000000.0,47119388.0,76119388.0,tt1872194,"Crime,Drama",7.4,162952
The Judge,47100000.0,37300000.0,7.5,2,4,50000000.0,47119388.0,76119388.0,tt1872194,"Crime,Drama",7.4,162952
Muppets Most Wanted,51200000.0,29200000.0,6.2,473,3,55000000.0,51178893.0,79312301.0,tt2281587,"Adventure,Comedy,Crime",6.4,29018
If I Stay,50500000.0,28400000.0,7.4,2703,8,11000000.0,50474843.0,78356170.0,tt1355630,"Drama,Fantasy,Music",6.8,107625
"I, Frankenstein",19100000.0,52100000.0,5.2,1090,1,65000000.0,19075290.0,74575290.0,tt1418377,"Action,Fantasy,Horror",5.1,74910
Think Like a Man Too,65200000.0,5000000.0,6.3,319,6,24000000.0,65028687.0,70027933.0,tt2239832,"Comedy,Romance",5.8,18533
Brick Mansions,20400000.0,48500000.0,5.9,909,4,28000000.0,20396829.0,73421224.0,tt1430612,"Action,Crime",5.7,37528
Son of God,59700000.0,8100000.0,6.4,123,2,22000000.0,59700064.0,70949793.0,tt3210686,"Biography,Drama,History",5.8,17606
Jersey Boys,47000000.0,20600000.0,6.9,380,6,40000000.0,47047013.0,65282732.0,tt1742044,"Biography,Drama,Music",6.8,30410
The Giver,45100000.0,21900000.0,6.5,3075,8,25000000.0,45090374.0,66540205.0,tt0435651,"Drama,Romance,Sci-Fi",6.5,104999
Selma,52100000.0,14700000.0,7.5,1354,12,20000000.0,52076908.0,66776576.0,tt1020072,"Biography,Drama,History",7.5,77633
Begin Again,16200000.0,47300000.0,7.2,2089,7,8000000.0,16170632.0,68838736.0,tt1980929,"Comedy,Drama,Music",7.4,129884
The Legend of Hercules,18800000.0,42400000.0,4.5,805,1,70000000.0,18848538.0,58953319.0,tt1043726,"Action,Adventure,Fantasy",4.2,50352
Dolphin Tale 2,42000000.0,15800000.0,6.7,173,9,36000000.0,42024533.0,57824533.0,tt2978462,"Drama,Family",6.4,7579
St. Vincent,44100000.0,10700000.0,7.1,1069,10,13000000.0,44137712.0,54837234.0,tt2170593,"Comedy,Drama",7.3,89372
A Walk Among the Tombstones,26300000.0,26900000.0,6.3,1685,9,28000000.0,26017685.0,62108587.0,tt0365907,"Action,Crime,Drama",6.5,105116
3 Days to Kill,30700000.0,21900000.0,6.1,1279,2,28000000.0,30697999.0,38959900.0,tt2172934,"Action,Drama,Thriller",6.2,81681
Whiplash,13100000.0,35900000.0,7.9,94,1,3300000.0,13092006.0,38969037.0,tt2582802,"Drama,Music",8.5,616916
Whiplash,13100000.0,35900000.0,8.4,7908,10,3300000.0,13092006.0,38969037.0,tt2582802,"Drama,Music",8.5,616916
Earth to Echo,38900000.0,6400000.0,5.7,377,7,13000000.0,38934842.0,42174545.0,tt2183034,"Adventure,Family,Sci-Fi",5.8,17627
Boyhood,25400000.0,19100000.0,7.5,3097,7,4000000.0,25379975.0,57273049.0,tt1065073,Drama,7.9,315584
Oculus,27700000.0,16300000.0,6.4,1747,4,5000000.0,27695246.0,44115496.0,tt2388715,"Horror,Mystery",6.5,106906
That Awkward Moment,26100000.0,14400000.0,6.1,1759,1,8000000.0,26068955.0,53068955.0,tt1800246,"Comedy,Romance",6.2,92148
The Gambler,33700000.0,5600000.0,5.8,783,12,25000000.0,33680992.0,38718031.0,tt2039393,"Crime,Drama,Thriller",6.0,59995
The Gambler,33700000.0,5600000.0,5.8,783,12,25000000.0,33680992.0,38718031.0,tt2924336,"Drama,Thriller",7.2,1479
The Gambler,33700000.0,5600000.0,5.8,783,12,3000000.0,51773.0,101773.0,tt2039393,"Crime,Drama,Thriller",6.0,59995
The Gambler,33700000.0,5600000.0,5.8,783,12,3000000.0,51773.0,101773.0,tt2924336,"Drama,Thriller",7.2,1479
Million Dollar Arm,36500000.0,2800000.0,6.8,353,5,25000000.0,36447959.0,39217912.0,tt1647668,"Biography,Drama,Sport",7.0,41008
Nightcrawler,32400000.0,6300000.0,7.7,5860,10,8500000.0,32381218.0,50334418.0,tt2872718,"Crime,Drama,Thriller",7.9,404476
Devil's Due,15800000.0,21100000.0,4.5,303,1,7000000.0,15821461.0,36146087.0,tt2752758,"Horror,Mystery,Thriller",4.1,15502
A Most Wanted Man,17200000.0,19000000.0,6.5,784,7,15000000.0,17237855.0,36068890.0,tt1972571,"Crime,Drama,Thriller",6.8,67914
The Best of Me,26800000.0,9200000.0,7.3,1512,10,26000000.0,26766213.0,41059418.0,tt1972779,"Drama,Romance",6.7,59750
The November Man,25000000.0,7500000.0,6.1,852,8,15000000.0,25018119.0,34820335.0,tt2402157,"Action,Crime,Thriller",6.3,59293
When the Game Stands Tall,30100000.0,75057041.62549213,6.6,185,8,15000000.0,30127963.0,30138912.0,tt2247476,"Drama,Family,Sport",6.7,14498
Draft Day,28800000.0,620000.0,6.6,460,4,25000000.0,28842237.0,29847480.0,tt2223990,"Drama,Sport",6.8,48812
Big Eyes,14500000.0,14800000.0,7.0,2153,12,10000000.0,14482031.0,27317872.0,tt1126590,"Biography,Crime,Drama",7.0,77447
Top Five,25300000.0,800000.0,6.3,281,12,12000000.0,25317379.0,26001741.0,tt2784678,"Comedy,Romance",6.4,24744
And So It Goes,15200000.0,10200000.0,5.9,264,7,18000000.0,15160801.0,17920013.0,tt2465146,"Comedy,Drama,Romance",5.8,11597
A Haunted House 2,17300000.0,6600000.0,5.5,597,4,4000000.0,17329487.0,21206861.0,tt2828996,"Comedy,Fantasy",4.7,18085
The Railway Man,4400000.0,17900000.0,6.9,408,4,18000000.0,4438438.0,23910210.0,tt2058107,"Biography,Drama,Romance",7.1,34586
Mr. Turner,4000000.0,18200000.0,6.5,301,12,14000000.0,3958546.0,25187026.0,tt2473794,"Biography,Drama,History",6.8,22661
Labor Day,13400000.0,6900000.0,6.9,546,12,18000000.0,13371528.0,14189810.0,tt1967545,"Drama,Romance",6.9,39242
The Drop,10700000.0,7900000.0,6.7,1215,9,12600000.0,10724389.0,19054534.0,tt1600196,"Crime,Drama",7.1,132161
Addicted,17400000.0,75057041.62549213,5.3,103,10,5000000.0,17390770.0,17499242.0,tt2205401,"Drama,Thriller",5.2,7640
Inherent Vice,8100000.0,6600000.0,6.6,1359,1,20000000.0,8110975.0,14772346.0,tt1791528,"Comedy,Crime,Drama",6.7,83346
A Most Violent Year,5700000.0,6300000.0,6.6,792,12,20000000.0,5749134.0,8846875.0,tt2937898,"Crime,Drama,Thriller",7.0,60165
The Babadook,964000.0,9300000.0,6.4,3528,11,2000000.0,950792.0,7482387.0,tt2321549,"Drama,Horror",6.8,171411
The Immigrant,2000000.0,3800000.0,6.2,438,10,16000000.0,2013456.0,7585011.0,tt1951181,"Drama,Romance",6.6,26618
Wish I Was Here,3600000.0,1900000.0,6.6,440,1,6000000.0,3591299.0,6591365.0,tt2870708,"Comedy,Drama",6.7,34907
The Skeleton Twins,5300000.0,75057041.62549213,6.7,394,9,1000000.0,5284309.0,5797192.0,tt1571249,"Comedy,Drama,Romance",6.8,36793
Dear White People,4400000.0,75057041.62549213,6.1,296,10,1250000.0,4404154.0,5403771.0,tt2235108,"Comedy,Drama,Romance",6.1,23321
The Lunchbox,4200000.0,75057041.62549213,7.3,350,2,1700000.0,4231500.0,12231500.0,tt2350496,"Drama,Romance",7.8,42618
Ida,3800000.0,75057041.62549213,7.3,455,5,2600000.0,3827060.0,15298355.0,tt2718492,Drama,7.4,46819
Veronica Mars,3300000.0,195000.0,6.7,699,3,6000000.0,3322127.0,3485383.0,tt2771372,"Crime,Drama,Mystery",6.8,46751
Mommy,3500000.0,75057041.62549213,8.3,1399,8,4900000.0,3498695.0,17536004.0,tt3612616,Drama,8.1,43020
The Rover,1100000.0,2100000.0,6.2,435,7,8500000.0,1109199.0,3180252.0,tt2345737,"Action,Crime,Drama",6.4,40576
Rosewater,3100000.0,75057041.62549213,6.7,121,11,10000000.0,3128941.0,3185717.0,tt2752688,"Biography,Drama",6.6,9836
Kill the Messenger,2500000.0,75057041.62549213,6.6,507,10,5000000.0,2450846.0,6656705.0,tt1216491,"Biography,Crime,Drama",7.0,41231
The Homesman,2400000.0,75057041.62549213,6.5,389,8,16000000.0,2429989.0,8217571.0,tt2398231,"Drama,Western",6.6,27724
Tusk,1800000.0,75057041.62549213,5.3,601,9,3000000.0,1821983.0,1887554.0,tt3099498,"Comedy,Drama,Horror",5.3,40827
Locke,1400000.0,75057041.62549213,6.9,1370,4,2000000.0,1370646.0,2088390.0,tt2692904,Drama,7.1,120703
Jackpot,800.0,1100000.0,6.0,1,7,400000.0,44452.0,44452.0,tt1809231,"Action,Comedy,Crime",6.6,2941
Jackpot,800.0,1100000.0,6.0,1,7,400000.0,44452.0,44452.0,tt4320966,Comedy,6.7,55
Jackpot,800.0,1100000.0,6.1,18,6,400000.0,44452.0,44452.0,tt1809231,"Action,Comedy,Crime",6.6,2941
Jackpot,800.0,1100000.0,6.1,18,6,400000.0,44452.0,44452.0,tt4320966,Comedy,6.7,55
Palo Alto,768000.0,75057041.62549213,6.4,528,5,1000000.0,767732.0,1156309.0,tt2479800,Drama,6.2,25402
Dom Hemingway,524000.0,75057041.62549213,5.8,302,4,7000000.0,523511.0,1857458.0,tt2402105,"Comedy,Crime,Drama",6.2,24557
The Face of Love,350000.0,75057041.62549213,6.1,68,3,4000000.0,385069.0,1158877.0,tt1839642,"Drama,Mystery,Romance",6.2,4710
I Origins,336000.0,75057041.62549213,7.6,1814,7,1000000.0,336472.0,852399.0,tt2884206,"Drama,Romance,Sci-Fi",7.4,104718
Rudderless,58300.0,75057041.62549213,7.4,149,10,5000000.0,56001.0,567219.0,tt1798243,"Comedy,Drama,Music",7.5,16303
Two Night Stand,18600.0,75057041.62549213,6.5,1241,9,1600000.0,15600.0,868081.0,tt2140619,"Comedy,Romance",6.4,60510
13 Sins,13800.0,75057041.62549213,6.3,576,4,4000000.0,9134.0,47552.0,tt2059171,"Horror,Thriller",6.3,29550
Camp X-Ray,13300.0,75057041.62549213,6.8,618,10,1000000.0,9837.0,101053.0,tt2994190,"Drama,War",6.9,36700
Wolves,12100.0,75057041.62549213,5.8,151,11,18000000.0,0.0,94953.0,tt1403241,"Action,Fantasy,Horror",5.3,7312
Wolves,12100.0,75057041.62549213,5.8,22,10,18000000.0,0.0,94953.0,tt1403241,"Action,Fantasy,Horror",5.3,7312
Falcon Rising,11800.0,75057041.62549213,5.8,126,9,4500000.0,11774.0,11774.0,tt2295722,"Action,Adventure",5.8,6955
Anna,4300.0,75057041.62549213,3.1,8,10,4357373.0,0.0,1200000.0,tt1715336,"Drama,Mystery,Sci-Fi",6.5,19733
Anna,4300.0,75057041.62549213,3.1,8,10,4357373.0,0.0,1200000.0,tt4898888,Drama,6.3,285
Jurassic World,652300000.0,75057041.62549213,6.6,14056,6,215000000.0,652270625.0,1648854864.0,tt0369610,"Action,Adventure,Sci-Fi",7.0,539338
Furious 7,353000000.0,75057041.62549213,7.3,6538,4,190000000.0,353007020.0,1518722794.0,tt2820852,"Action,Crime,Thriller",7.2,335074
Avengers: Age of Ultron,459000000.0,946400000.0,7.3,13457,5,330600000.0,459005868.0,1403013963.0,tt2395427,"Action,Adventure,Sci-Fi",7.3,665594
Minions,336000000.0,823400000.0,6.4,7343,7,74000000.0,336045770.0,1160336173.0,tt2293640,"Adventure,Animation,Comedy",6.4,193917
Spectre,200100000.0,680600000.0,6.4,6719,11,300000000.0,200074175.0,879620923.0,tt2379713,"Action,Adventure,Thriller",6.8,352504
Inside Out,356500000.0,501100000.0,4.4,18,9,175000000.0,356461711.0,854235992.0,tt2096673,"Adventure,Animation,Comedy",8.2,536181
Inside Out,356500000.0,501100000.0,8.0,12691,6,175000000.0,356461711.0,854235992.0,tt2096673,"Adventure,Animation,Comedy",8.2,536181
The Hunger Games: Mockingjay - Part 2,281700000.0,371700000.0,6.8,7609,11,160000000.0,281723902.0,648986787.0,tt1951266,"Action,Adventure,Sci-Fi",6.6,252384
The Martian,228400000.0,401700000.0,7.7,12172,10,108000000.0,228433663.0,655271443.0,tt3659388,"Adventure,Drama,Sci-Fi",8.0,680116
Fifty Shades of Grey,166200000.0,404800000.0,5.4,6451,2,40000000.0,166167230.0,570998101.0,tt2322441,"Drama,Romance,Thriller",4.1,279126
The Revenant,183600000.0,349300000.0,7.4,11064,12,135000000.0,183637894.0,532938302.0,tt1663202,"Action,Adventure,Biography",8.0,621193
